ACADEMIE ROYALE DES SCIENCES D OUTRE-MER BULLETIN DES SEANCES,http://ardsj.com/
Bulletin des séances- Académie royale des sciences d’outre-mer,http://www.kaowarsom.be/fr/bulletins
Acoreana Journal (Journal of Acoreana),http://chm.tomaspubs.com/
Açoreana: revista de estudos açoreanos,http://www.worldcat.org/oclc/183195915
Acta Bioethica,http://actabioethica.org/
Acta Bioethica,http://www.actabioethica.uchile.cl/index.php/AB/index
ACTA CIRURGICA BRASILEIRA,http://actacirurgica.org/index.php
Acta cirúrgica Brasileira,http://www.scielo.br/scielo.php?script=sci_serial&pid=0102-8650&lng=en&nrm=i
AGROCHIMICA,http://www.agcjournal.org/
Agrochimica,http://www.pisauniversitypress.it/landing_page-le-riviste-agrochimica-1497.html
AIMS Report Journal,http://aimsreport.org/
AIMS report,http://www.worldcat.org/oclc/220602820
The Journal of Albertiana,http://www.albertiana.com/
Albertiana,http://paleo.cortland.edu/albertiana/
Amoeba Journal,http://amoeba-journal.com/
Amoeba: NJN-mededelingenblad,http://www.worldcat.org/oclc/72979995
Anais da Academia Brasileira de Ciências,http://www.aabc-scielo.com.br/
Anais da Academia Brasileira de Ciências,http://www.scielo.br/revistas/aabc/iaboutj.htm
Anare Research Notes,http://arnjournal.com/
ANARE Research Notes,https://www1.data.antarctica.gov.au/aadc/pubs/pubs_list.cfm?pub_list=ARN
Journal Andamios,http://andamios.org/
"Andamios, Revista de Investigación Social",http://www.redalyc.org/revista.oa?id=628
ANDRIAS JOURNAL,https://beallslist.weebly.com/u
Andrias,http://aurarialibrary.worldcat.org/oclc/10342270
Archives des Sciences,http://www.unige.ch/sphn/
Aula Orientalis,http://editorialusa.com/
Aula Orientalis ,http://www.editorialausa.com/cola12.asp
Ayer Also here,http://ayeronline.com/index.php/test
Ayer: Revista de Historia Contemporánea,http://www.ahistcon.org/revistaayer.html
Baltica Journal,http://balticajournal.com/
Baltica ,http://www.geo.lt/geo/?id=710
BEITRAEGE ZUM NATURSCHUTZ IN DER SCHWEIZ(Switzerland Nature),http://naukpublication.org/index.php/BEITRAEGE_NATURSCHUTZ_SCHWEIZ/index
Beiträge zum Naturschutz in der Schweiz,http://aurarialibrary.worldcat.org/oclc/885256642
Blue Jay Journal,http://canuorgme.org/index.php
Blue jay,http://www.worldcat.org/oclc/1536609
Bothalia Journal,http://www.bthla-journal.org/
Bothalia – African Biodiversity & Conservation,http://www.abcjournal.org/
Bradleya,http://www.britishedu.org.uk/
Bradleya,http://www.bcss.org.uk/brad.php
Buletin Teknologi Tanaman also here,http://www.tektanaman.com/
Buletin Teknologi Tanaman,http://www.worldcat.org/oclc/847900648
Bulletin of the Georgian National Academy of Sciences,http://www.bnas.org/
Bulletin of the Georgian National Academy of Sciences ,http://www.science.org.ge/moambe/moambe.html
Busqueret,http://www.isfr.net/
Es Busqueret,http://www.gobmallorca.com/esbusqueret/
CADMO JOURNAL,http://www.cadmo.org/index.php/CADMO
CADMO,http://www.francoangeli.it/riviste/sommario.asp?idRivista=117&lingua=en
Cahiers des sciences naturelles,http://revistas-academicas.com/cahiers/index.html
Les cahiers des sciences naturelles,http://www.worldcat.org/oclc/609916855
CAHIERS DE PAIOLIVE,http://www.ijiq.com/new_002.htm
Les Cahiers de Païolive,http://www.worldcat.org/oclc/473132567
CEPAL Review ,http://www.cepalreview.org/
CEPAL Review,http://www.cepal.org/en/publications/type/cepal-review
Chemical and Process Engineering,http://processengineering.net/
Chemical and Process Engineering,http://www.degruyter.com/view/j/cpe
Chemical Modelling Journal,http://www.acoreanajr.com/
Chemical Modelling: Applications and Theory,http://www.rsc.org/shop/books/2010/9781847550750.asp
Ciência e técnica vitivinícola,http://www.ctv-jve-journal.org/
Comptes rendus de l’Académie bulgare des Sciences,http://www.science-bas.org/
Comptes rendus de l’Académie bulgare des Sciences,http://www.proceedings.bas.bg/
COMUNICACOES INSTITUTO DE INVESTIGACAO CIENTIFICA TROPICAL SERIE CIENCIAS BIOLOGICAS,http://eartz.net/
Comunicações. Série de ciéncias biológicas,http://www.worldcat.org/oclc/25217860
Contributions in Science,http://www.ijescs.org/
Contributions in Science,http://www.nhm.org/site/research-collections/research-tools/publications
Doriana,http://revistas-academicas.com/doriana/index.html
Doriana : supplemento agli Annali del Museo civico di storia naturale “G. Doria.”,http://www.worldcat.org/oclc/859649543
DU Journal Published By Verlad Niggli AG (VNA),http://dujournal.eu.pn/
Du,http://www.du-magazin.com/
ECOLOGIE,http://ecologyarticles.com/
Ecologie,http://www.worldcat.org/oclc/472845294
Education Journal,http://tomaspubs.com/ej.htm
Education,http://www.worldcat.org/oclc/656939336
Electronics Information & Planning,http://ccscomputeronline.com/
Electronics information & planning,http://www.worldcat.org/oclc/2381439
Emergencias,http://sanidadediciones.com/
Emergencias,http://www.semes.org/revista_EMERGENCIAS/
Ephemera Also here.,http://ephemera.eu.pn/
Ephemera: revue d’éphéméroptérologie,http://catalogue.bnf.fr/ark:/12148/cb37014280j/PUBLIC
Epistemologia,http://epistemologia-journal.com//
EUROPE – REVUE LITTERAIRE MENSUELLE,http://rrbitz.com/
Europe : revue mensuelle,http://www.worldcat.org/oclc/859685791
FABRERIES JOURNAL,http://businessvia.com/
Fabreries,http://worldcat.org/oclc/2442117
FAUNA ROSSII I SOPREDEL NYKH STRAN,http://www.bpxo.com/index.php/FAUNARO
Fauna Rossii i sopredelʹnykh stran,http://worldcat.org/oclc/30329299
FOURRAGES,http://agriturismosi.com/
Fourrages,http://www.afpf-asso.fr/index/action/page/id/29/title/la-revue---fourrages--
GAIA-ATHENS Journal,http://gix.info/index.php/GAIA_ATHENS_Jo
Gaia,https://www.worldcat.org/title/gaia/oclc/45801714&referer=brief_results
GAZI UNIVERTESI GAZI EGITIM FAKULTESI (GUGEF) journal,http://www.gugef.com/
"Gazi University Journal of Gazi Educational Faculty (Gazi Üniversitesi Gazi Eğitim Fakültesi Dergisi, GEFAD)",http://www.gefad.gazi.edu.tr/
GMP Review,http://www.euromed.uk.com/
GMP Review ,http://www.industrialpharmacy.eu/publications/journals/197-gmp-review
Hermes Journal France,http://www.newjuris.com/index.php/Hermes_journal/index
Hermès,http://documents.irevues.inist.fr/handle/2042/8538
Hospital Materials Management,http://www.medmanagement.org/
Hospital material$ management,http://www.worldcat.org/oclc/233138486
HFSP JOURNAL,http://www.hfsp-journal.org/
HFSP journal: frontiers of interdisciplinary research in the life sciences,http://www.ncbi.nlm.nih.gov/pmc/journals/811/
Iheringia Série Botânica,http://iheringiaserie.bdssmgdl.org/index.php/ISB
Iheringia. Série botânica,http://www.fzb.rs.gov.br/conteudo/2135/?Iheringia_S%C3%A9rie_Bot%C3%A2nica/
Journal of Information System Management,http://aoejournal.com/
Information Systems Management,http://www.tandfonline.com/toc/uism20/current
Interciencia Association,http://www.ivic-gob.co.ve/
Interciencia,http://www.interciencia.org/
International Journal of Academic Research (IJAR),http://www.ijarsite.com/
 International Journal of Academic Research,http://www.eu-print.org/orta.php?go=ijar
 International Journal of Game Theory,http://ijgt-springer.org/index.php
International Journal of Game Theory ,http://www.springer.com/economics/economic+theory/journal/182
International Review of Social Psychology,http://www.psychologyterms.com/
