Academic Exchange Quarterly,http://www.rapidintellect.com/AEQweb/
Academic Research Reviews,http://academicreviews.us/Default.aspx
Academy of Contemporary Research Journal (AOCRJ),http://aocrj.org/
ACME Intellects,http://www.acmeintellects.org/
Acta  de Gerencia Ciencia (CAGENA),http://www.cagena.com/
Acta Advances in Agricultural Sciences (AAAS),http://www.aaasjournal.com/
Acta Kinesiologica,http://www.actakin.com/
Acta Medica International,http://www.tmu.ac.in/acta_publications.htm
Acta Scientiae et Intellectus,http://www.actaint.com/
Acta Velit,http://actavelit.com/
Advance Journals of Engineering Mathematics and Computer Sciences (AJEMCS),http://ajemc.in/index.php/ajemc
Advance Research Journal of Multidisciplinary Discoveries,http://www.journalresearchijf.com/
The Advanced Science Journal,http://advancedscience.org/
Advances in Aerospace Science and Technology (AAST),http://www.scirp.org/journal/AAST
Advances in Biomedicine and Pharmacy (ABP),http://www.thescientificpub.com/
Advances in Forestry Letter,http://www.afl-journal.org/index.aspx
"Advances in Science, Technology and Engineering Systems Journal (ASTESJ / ASTES Journal)",http://www.astesj.com/
Afrasian Journal of Humanities and Social Sciences (AAJHSS),http://www.aajhss.org/index.php/aajhss
"African Journal of Traditional, Complementary and Alternative Medicines (AJTCAM)",http://journals.sfu.ca/africanem/index.php/ajtcam/index
Aging,http://www.impactaging.com/index.html
Ahead International Journal of Recent Research Review (AIJRRR),http://www.aijrrr.com/
Al Ameen Journal of Medical Sciences (AJMS),http://ajms.alameenmedical.org/
Aloy Journal of Soft Computing and Applications (AJSCA),http://ajsca.org/
American Based Research Journal (ABRJ),http://www.abrj.org/
American International Journal of Contemporary Research (AIJCR),http://aijcrnet.com/
American International Journal of Contemporary Scientific Research,http://www.americanij.com/
American Journal of Advanced Agricultural Research (AJAAR),http://www.esterdjipress.org/index.php/AJAAR
American Journal of Advanced Drug Delivery,http://ojadd.com/index.php/AJADD
American Journal of Advanced Scientific Research (AJASR),http://www.esterdjipress.org/index.php/AJAAR
American Journal of Advances in Medical Science (ARNACA),http://www.arnaca.com/
American Journal of Biotechnology and Medical Research,http://my.ejmanager.com/ajbmr/
American Journal of Engineering Research,http://www.ajer.org/
American Journal of Essential Oils and Natural Products (Essential oil International Journal),http://essencejournal.com/index.html
American Journal of Innovative Research and Applied Sciences (AJIRAS),http://american-jiras.com/
American Journal of Pharmacy and Health Research (AJPHR),http://www.ajphr.com/
American Journal of PharmTech Research (AJPTR),http://www.ajptr.com/
American Journal of Phytomedicine and Clinical Therapeutics,http://www.ajpct.org/
American Journal of Research Communication (AJRC),http://www.usa-journals.com/
American Journal of Scientific Research,http://www.americanjournalofscientificresearch.com/
American Journal of Social issues and Humanities,http://www.ajsih.org/index.php/ajsih
American Research Thoughts,http://researchthoughts.us/Default.aspx
"American Scientific Research Journal for Engineering, Technology, and Sciences (ASRJETS)",http://asrjetsjournal.org/
American Transactions on Engineering & Applied Sciences,http://tuengr.com/ATEAS/index.html
"Anglisticum: International Journal of Literature, Linguistics & Interdisciplinary Studies",http://www.anglisticum.mk/index.php
Annals of EURASIAN MEDICINE,http://www.aemed.eu/en/index.php
Annals of British Medical Sciences (ABMS),http://abmsj.co.uk/index.htm
Annals of Clinical Case Reports,http://anncaserep.com/
Annals of International Medical and Dental Research (AIMDR),http://aimdrjournal.com/
Annals of Medical and Biomedical Sciences (AMBS),http://ambs-journal.co.uk/
Annals of Phytomedicine,http://ukaazpublications.com/publications/index.php
Applied Research Journal,http://arjournal.org/
Archives Des Sciences Journal,http://www.sciencesarchive.com/
Archives of Clinical and Experimental Surgery,http://www.acesjournal.org/
ARNACA American Journal of Advances in Medical Science,http://arnaca.com/
ARPN Journal of Science and Technology,http://ejournalofscience.org/
ARPN Journal of Systems and Software,http://www.scientific-journals.org/
"Asia Pacific Journal of Education, Arts and Sciences (APJEAS)",http://apjeas.apjmr.com/
Asia-Pacific Journal of Multidisciplinary Research,http://www.apjmr.com/
Asian Pacific Journal of Natural Products (APJNP),http://ainstin.com/asian-pacific-journal-of-natural-products
Asian Pacific Journal of Pharmacy and Phytochemistry (APJPP),http://apjpp.com/
Asia-Pacific Journal of Research,http://apjor.com/index.php
Asian Journal of Applied Science and Engineering,http://ajase.weebly.com/
Asian Journal of Biomedical and Pharmaceutical Sciences,http://www.jbiopharm.com/index.php/ajbp
Asian Journal of Chemistry,http://www.asianjournalofchemistry.co.in/Home.aspx
Asian Journal of Health and Medical Sciences,http://www.ajhms.org/
Asian Journal of Humanities and Social Sciences,http://ajhss.org/
Asian Journal of Business and Management Sciences (AJBMS),http://www.ajbms.org/index.php
Asian Journal of Mathematics and Applications,http://scienceasia.asia/index.php/ama
Asian Journal of Multidisciplinary Studies,http://www.ajms.co.in/sites/ajms/index.php/ajms
Asian Journal of Pharmaceutical and Health Sciences,http://ajphs.com/
Asian Journal of Pharmacy and Life Science,http://www.ajpls.com/index.html
Asian Journal of Pharmaceutical Research and Health Care (AJPRHC),http://jprhc.in/index.php
Asian Journal of Science and Technology (Science and Technology Asian Journal),http://www.journalajst.com/
Asian Pacific Journal of Health Sciences (APJHS),http://www.apjhs.com/index.html
Asian Pacific Journal of Tropical Disease,http://www.apjtcm.com/
Asian Research Journal of Business Management (ARJBM),http://www.arjbm.com/index.php
Australasian Journal of Herpetology,http://www.smuggled.com/AJHFP1.htm
Australasian Medical Journal (AMJ),http://www.amj.net.au/index.php?journal=AMJ
Australian Journal of Basic and Applied Sciences,http://www.ajbasweb.com/
Australian Journal of Business and Management Research (AJBMR),http://www.ajbmr.com/index.php
Astronomical Review,http://journals.ke-i.org/index.php/AstRv
Averroes European Medical Journal (Averroes-EMJ),http://www.averroes-emj.com/
Ayupharm: International Journal of Ayurveda and Allied Sciences,http://www.ayurpharm.com/
Ayushdhar,http://ayushdhara.in/index.php/ayushdhara
Bio Bulletin,http://www.biobulletin.com/
Bioinformation,http://bioinformation.net/
Biointerface Research in Applied Chemistry,http://biointerfaceresearch.com/
Biomaterials and Tissue Engineering Bulletin,http://btebulletin.com/
Biomedical & Pharmacology Journal,http://www.biomedpharmajournal.org/
Biomedical Engineering Review,http://journals.ke-i.org/index.php/bme
Bionano Frontier,http://bionanofrontier.org/
Biopharm Journal,http://www.biopharmj.com/
The Bioscan,http://www.thebioscan.in/index.htm
Bioresearch Bulletin,http://bioresonline.org/
Bioscience and Bioengineering Communications (BBC),http://www.bioscibioeng.com/
Bioscience Biotechnology Research Communications (BBRC),http://www.bbrc.in/
Bioscience Discovery,http://biosciencediscovery.com/index.html#gsc.tab=0
"Biosciences, Biotechnology Research Asia (BBRA)",http://www.biotech-asia.org/
Biosciences International,http://biosciencesjournal.info/index.php/biointl/
Biotechnological Research,http://www.biotechnologicalresearch-journal.com/
Botany Journal,http://plantsjournal.com/
British Biomedical Bulletin,http://bbbulletin.org/
"British Journal of Economics, Finance and Management Sciences",http://www.ajournal.co.uk/BJEFM.htm
British Journal of Interdisciplinary Studies,http://www.bjis-online.org/index.php/bjis
British Journal of Medical and Health Research (BJMHR),http://www.bjmhr.com/index.php
British Journal of Science,http://www.ajournal.co.uk/index.htm
Buletin Teknologi Makanan,http://www.btmjournal.com/index.html
Bulletin of Applied and Research Science (BARS),http://www.barsjournal.net/
"Bulletin of Environment, Pharmacology and Life Sciences (BEPLS)",http://bepls.com/index.html
Bulletin of Mathematical Sciences & Applications,http://www.bmsa.us/index.php
Bulletin of Pharmaceutical Research,http://journal.appconnect.in/
Bulletin of Society for Mathematical Services and Standards,http://www.jsomass.com/index.php
Business and Economics Journal,http://www.irbejournal.com/
"The Business Review, Cambridge",http://www.jaabc.com/brc.html
Calodema,http://www.calodema.com/
Canadian Chemical Transactions,http://canchemtrans.ca/
Canadian International Journal of Science and Technology,http://www.tcsse.org/#!journal/ct84
Canadian Journal of Basic and Applied Sciences,http://www.cjbas.com/
Canadian Journal of Biotechnology,http://www.canadianjbiotech.com/index.php
Canadian Journal of Pure and Applied Sciences,http://www.cjpas.net/
Canadian Scientific Journal,http://csjournal.ca/
Cancer Research Frontiers,http://cancer-research-frontiers.org/
Cardiology and Cardiovascular Medicine,http://www.cardiolcardiovascmed.com/
Caribbean Journal of Science and Technology,http://caribjscitech.com/
Case Study and Case Report,http://www.scopemed.org/?jid=23
Caspian Sea Journal (CSJ),http://csjonline.org/index.php
Cellular and Molecular Biology,http://www.cellmolbiol.com/
Cellular and Molecular Biology [alt],http://www.omicsonline.com/open-access/cellular-and-molecular-biology.php
Centrum,http://www.centrum.mk/
Chemical Science Transactions,http://www.e-journals.in/
Chemistry Research Journal,http://chemrj.org/
Clinics in Oncology,http://www.clinicsinoncology.com/
Clinics in Surgery,http://www.clinicsinsurgery.com/
Columban Journal of Life Sciences,http://cjlscience.org/
Communications on Applied Electronics (CAE),http://www.caeaccess.org/
Computational Research Progress in Applied Science & Engineering,http://www.crpase.com/
Computer Science Chronicle,http://www.cschronicle.org/
Computer Science Journal,http://comsj.org/
Contemporary Research in India,http://www.contemporaryresearchindia.net/
Contemporary Sociological Global Review (CSGR),http://www.csgr.syllabapress.us/index.html
The Criterion: An International Journal in English,http://www.the-criterion.com/
Cumhuriyet Science Journal,http://dergi.cumhuriyet.edu.tr/cumuscij/index
Current Biotica,http://www.currentbiotica.com/
Current Botany,http://currentbotany.org/index.php/currbotany/
Current Discovery,http://www.ijcdi.com/
Current Trends in Technology and Sciences (CTTS),http://www.ctts.in/
DAV International Journal of Science (DAVIJS),http://davjournal.com/
Dawn Journal,http://thedawnjournal.com/
Der Pharma Chemica,http://derpharmachemica.com/
Direct Research Journals,http://directresearchjournals.org/index.html
Diyala Journal for Pure Science (DJPS),http://www.sciencesmag.uodiyala.edu.iq/
East European Science Journal (Czasopismo Naukowe),http://eesa-journal.com/en/
Eastern Academic Journal,http://www.e-acadjournal.org/
Eastern European Scientific Journal,http://journale.auris-verlag.de/index.php/EESJ
E-Library Science Research Journal,http://lsrj.in/Default1.aspx
Ecoforum,http://www.ecoforumjournal.ro/index.php/eco
Ecoletra.com Scientific eJournal,http://ebook.ecoletra.com/ecoletra-com-scientific-ejournal
Education Reform Journal,http://www.erjournal.org/
EDUVED Global Management Research (GMR),http://egmr.eduved.org/
"Eduved, International Journal of Interdisciplinary Research",http://www.eduved.org/
Electronic Journal of Biology (eJBio),http://www.ejbio.com/
Electronic Journal of Engineering and Technology (EJET),http://www.ejet.org.uk/index.html
Electronic Journal of Geotechnical Engineering (EJGE),http://www.ejge.com/
Electronic Journal of Vocational Colleges,http://www.ejovoc.org/default.aspx
Elixir International Journal (formerly),http://www.elixirpublishers.com/
Elixir Online  Journal,http://www.elixirjournal.org/
Engineering & IT Journal (EIT Journal),http://www.eitjournal.com/
Engineering Physics and Thermodynamics Journal,http://djphys.org/
Engineering Research Journal,http://www.mnf-eng.com/
Entomology and Applied Science Letters (EASL),http://easletters.com/
ESSENCE: International Journal for Environmental Rehabilitation and Conservation,http://essence-journal.com/
Euro-Afro Journal of Arts and Social Sciences (EAJASS),http://euro-afrojournals.com/index.php
European Academic Research,http://www.euacademic.org/Default.aspx
European Chemical Bulletin (ECB),http://www.eurchembull.com/index.php/ECB
European Environmental Sciences and Ecology Journal,http://www.eesej.eu/
European International Journal of Science and Humanities (EIJSH),http://www.eijsr.org/
"European International Journal of Science and Technology (Center for Enhancing Knowledge, UK)",http://www.cekinfo.org.uk/EIJST
European Journal of Academic Essays (EJAE),http://euroessays.org/
European Journal of Advanced Computer Science (EJACS),http://eujcs.eu/
European Journal of Advances in Engineering & Technology (EJAET),http://ejaet.com/theme.php?go=home
European Journal of Biomedical and Pharmaceutical Sciences (EJBPS),http://www.ejbps.com/
European Journal of Biotechnology and Bioscience,http://www.biotechjournal.info/
European Journal of Business and Social Sciences (EJBSS),http://www.ejbss.com/home.aspx
European Journal of Chemistry (EurJChem),http://www.eurjchem.com/index.php/eurjchem
"European Journal of Contemporary Economics and Management (EJCEM, EJEM)",http://ejcem.eu/
